Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP0000311,nan,Yes,1,Graduate,No,17796,9188,202.0,480.0,1.0,Rural
LP0000312,Male,Yes,2,Not Graduate,No,18583,6858,340.0,360.0,,Rural
LP0000313,Female,Yes,0,Graduate,No,22074,5861,113.0,360.0,1.0,Urban
LP0000314,Male,No,1,Graduate,No,19534,3528,313.0,360.0,1.0,Semiurban
LP0000315,Male,Yes,0,Graduate,No,16288,6599,458.0,360.0,1.0,Semiurban
LP0000316,Male,Yes,0,Graduate,nan,9352,2141,225.0,360.0,1.0,Semiurban
LP0000317,Male,No,0,Graduate,No,8277,3462,385.0,360.0,1.0,Urban
LP0000318,Male,No,0,Graduate,No,2176,1252,305.0,360.0,1.0,Urban
LP0000319,Male,Yes,0,Not Graduate,No,9913,1520,288.0,360.0,1.0,Urban
LP0000320,Male,No,3+,Graduate,Yes,14558,584,96.0,180.0,1.0,Urban
LP0000321,Male,Yes,2,Graduate,No,8230,6335,106.0,360.0,1.0,Urban
LP0000322,Male,Yes,3+,Graduate,No,7589,879,392.0,360.0,1.0,Urban
LP0000323,Female,Yes,1,Not Graduate,No,6329,461,194.0,360.0,0.0,Urban
LP0000324,Male,No,0,Not Graduate,No,6841,3634,62.0,360.0,1.0,Rural
LP0000325,Male,Yes,0,Graduate,No,12344,8802,71.0,360.0,1.0,Urban
LP0000326,Male,Yes,3+,Not Graduate,No,24457,7110,511.0,360.0,1.0,Urban
LP0000327,Male,Yes,1,Not Graduate,No,21189,6941,219.0,360.0,1.0,Semiurban
LP0000328,Male,No,nan,Not Graduate,No,1620,1336,465.0,360.0,1.0,Urban
LP0000329,Male,Yes,0,Graduate,Yes,17525,960,285.0,360.0,1.0,Rural
LP0000330,Female,Yes,0,Graduate,No,4950,9577,162.0,360.0,0.0,Semiurban
LP0000331,Male,Yes,0,Graduate,No,12898,6972,344.0,360.0,1.0,Urban
LP0000332,Male,No,0,Not Graduate,nan,12623,5054,233.0,360.0,0.0,Semiurban
LP0000333,Male,No,0,Not Graduate,No,24195,6388,117.0,360.0,,Semiurban
LP0000334,Male,Yes,0,Not Graduate,No,17854,2295,253.0,360.0,1.0,Rural
LP0000335,Male,No,1,Graduate,No,11814,7330,85.0,360.0,1.0,Semiurban
LP0000336,Female,Yes,0,Graduate,No,7230,7800,318.0,360.0,1.0,Urban
LP0000337,Male,No,0,Graduate,No,13088,3268,197.0,360.0,0.0,Semiurban
LP0000338,Male,Yes,2,Graduate,No,8939,2731,459.0,180.0,,Urban
LP0000339,Male,Yes,0,Graduate,No,3622,4713,143.0,360.0,1.0,Rural
LP0000340,Female,No,1,Graduate,nan,22116,8674,469.0,360.0,,Urban
LP0000341,Male,No,0,Not Graduate,No,16753,2255,360.0,360.0,1.0,Semiurban
LP0000342,Male,Yes,3+,Graduate,No,3808,8069,237.0,180.0,1.0,Urban
LP0000343,Male,Yes,1,Not Graduate,No,4783,7119,382.0,360.0,1.0,Urban
LP0000344,Male,Yes,3+,Graduate,No,23891,7735,253.0,480.0,1.0,Urban
LP0000345,Female,No,0,Graduate,No,24637,4231,365.0,360.0,1.0,Semiurban
LP0000346,Male,Yes,0,Graduate,Yes,10489,4318,306.0,360.0,0.0,Urban
LP0000347,Male,Yes,0,Not Graduate,No,13248,9672,313.0,360.0,1.0,Semiurban
LP0000348,Female,Yes,0,Not Graduate,Yes,19451,4381,332.0,360.0,1.0,Semiurban
LP0000349,Male,No,0,Graduate,No,22195,3404,517.0,360.0,1.0,Rural
LP0000350,Male,Yes,1,Graduate,Yes,22764,7193,307.0,120.0,1.0,Rural
LP0000351,Male,Yes,0,Graduate,nan,1863,7745,491.0,180.0,1.0,Semiurban
LP0000352,Male,Yes,1,Graduate,No,15902,5564,111.0,360.0,1.0,Rural
LP0000353,Male,Yes,2,Graduate,No,22210,4909,275.0,360.0,1.0,Urban
LP0000354,Female,Yes,1,Graduate,nan,9670,4428,232.0,360.0,1.0,Semiurban
LP0000355,Male,No,0,Graduate,No,18266,2162,198.0,360.0,,Urban
LP0000356,Male,No,nan,Graduate,No,14022,3087,294.0,360.0,1.0,Semiurban
LP0000357,Female,Yes,0,Not Graduate,No,20085,4239,228.0,180.0,1.0,Semiurban
LP0000358,Male,No,0,Graduate,No,16871,6784,358.0,360.0,1.0,Rural
LP0000359,Male,Yes,2,Not Graduate,Yes,6656,2633,100.0,360.0,0.0,Urban
LP0000360,Male,Yes,0,Graduate,No,13445,5133,519.0,360.0,1.0,Semiurban
LP0000361,Female,No,2,Graduate,No,23316,6352,406.0,360.0,,Semiurban
LP0000362,Female,Yes,0,Graduate,No,21991,7121,498.0,180.0,1.0,Rural
LP0000363,Female,Yes,0,Graduate,No,11913,5210,423.0,360.0,1.0,Semiurban
LP0000364,Female,No,0,Not Graduate,No,8892,3632,42.0,360.0,1.0,Rural
LP0000365,Male,Yes,0,Not Graduate,No,3702,9237,121.0,360.0,,Semiurban
LP0000366,Male,No,0,Graduate,No,18402,8039,273.0,360.0,1.0,Rural
LP0000367,Female,No,0,Graduate,No,22981,1697,329.0,360.0,1.0,Semiurban
LP0000368,Male,Yes,2,Not Graduate,No,18119,409,238.0,360.0,,Rural
LP0000369,Male,Yes,2,Graduate,No,23041,3227,387.0,120.0,1.0,Rural
LP0000370,Male,Yes,2,Graduate,No,23947,914,165.0,360.0,,Semiurban
LP0000371,Male,Yes,2,Graduate,No,5893,9374,422.0,360.0,1.0,Urban
LP0000372,Female,Yes,0,Graduate,No,19151,8278,58.0,360.0,1.0,Rural
LP0000373,Male,No,3+,Graduate,No,20054,8598,134.0,360.0,1.0,Urban
LP0000374,Male,Yes,0,Graduate,No,11207,4615,334.0,360.0,1.0,Rural
LP0000375,nan,Yes,0,Graduate,No,17526,2057,105.0,360.0,1.0,Semiurban
LP0000376,Male,Yes,2,Graduate,No,12037,7425,47.0,360.0,1.0,Semiurban
LP0000377,Male,Yes,0,Graduate,Yes,11669,2325,326.0,480.0,1.0,Semiurban
LP0000378,Male,No,2,Graduate,No,24902,3204,377.0,360.0,1.0,Urban
LP0000379,Female,Yes,0,Graduate,No,14852,9672,355.0,360.0,0.0,Semiurban
LP0000380,Male,No,0,Graduate,No,10980,4663,345.0,360.0,1.0,Semiurban
LP0000381,Female,Yes,0,Not Graduate,No,4679,8467,416.0,360.0,1.0,Semiurban
LP0000382,Male,Yes,0,Graduate,No,6845,8668,220.0,360.0,1.0,Semiurban
LP0000383,Male,Yes,3+,Graduate,No,2697,2245,282.0,,1.0,Urban
LP0000384,Female,Yes,nan,Not Graduate,No,21816,7491,188.0,360.0,,Semiurban
LP0000385,Female,Yes,0,Graduate,Yes,7981,2531,82.0,,1.0,Rural
LP0000386,Male,Yes,0,Not Graduate,Yes,3128,5304,108.0,360.0,1.0,Urban
LP0000387,Male,No,0,Graduate,No,13908,5652,476.0,360.0,1.0,Semiurban
LP0000388,nan,Yes,2,Graduate,nan,17046,26,537.0,360.0,1.0,Semiurban
LP0000389,Female,No,0,Graduate,Yes,20785,7506,92.0,360.0,1.0,Urban
LP0000390,Female,Yes,3+,Graduate,No,11243,6254,395.0,180.0,,Semiurban
LP0000391,Female,Yes,1,Graduate,No,4488,370,171.0,360.0,1.0,Urban
LP0000392,Male,Yes,3+,Graduate,No,10235,5829,469.0,360.0,,Rural
LP0000393,Male,Yes,1,Graduate,Yes,21301,6768,200.0,360.0,,Rural
LP0000394,Male,No,2,Graduate,No,16954,9865,490.0,360.0,1.0,Rural
LP0000395,Male,Yes,1,Not Graduate,No,12869,8177,346.0,180.0,1.0,Rural
LP0000396,Male,Yes,2,Not Graduate,No,2493,6612,444.0,120.0,1.0,Semiurban
LP0000397,Male,Yes,2,Graduate,No,14668,5411,515.0,360.0,0.0,Rural
LP0000398,Male,Yes,1,Graduate,No,11223,4023,163.0,360.0,1.0,Semiurban
LP0000399,Male,No,1,Graduate,No,4503,1627,102.0,360.0,1.0,Rural
LP0000400,Male,Yes,3+,Graduate,No,14078,8320,445.0,360.0,1.0,Rural
LP0000401,Male,No,3+,Not Graduate,No,5926,7338,52.0,360.0,,Semiurban
LP0000402,Male,Yes,1,Graduate,No,5015,7017,387.0,360.0,1.0,Rural
LP0000403,Male,No,0,Not Graduate,No,19456,8386,310.0,360.0,0.0,Semiurban
LP0000404,Male,No,0,Not Graduate,No,7153,9846,273.0,360.0,1.0,Semiurban
LP0000405,nan,Yes,3+,Graduate,Yes,19816,994,512.0,360.0,1.0,Rural
LP0000406,Male,Yes,0,Graduate,No,2411,1605,343.0,360.0,1.0,Rural
LP0000407,Male,No,0,Not Graduate,No,5911,1337,476.0,360.0,1.0,Rural
LP0000408,Male,Yes,0,Not Graduate,No,14853,5555,88.0,360.0,1.0,Urban
LP0000409,Male,No,1,Not Graduate,Yes,23730,8389,296.0,180.0,,Urban
LP0000410,Male,Yes,1,Graduate,No,24699,1368,500.0,360.0,1.0,Rural
LP0000411,Female,Yes,0,Graduate,No,16114,2331,380.0,,1.0,Semiurban
LP0000412,Female,No,0,Graduate,No,24187,8871,248.0,360.0,1.0,Urban
LP0000413,Male,Yes,2,Not Graduate,No,13003,9107,193.0,360.0,1.0,Rural
LP0000414,Male,Yes,3+,Not Graduate,Yes,8513,7118,350.0,360.0,0.0,Semiurban
LP0000415,Female,Yes,0,Graduate,No,18039,6258,276.0,360.0,1.0,Rural
LP0000416,Female,Yes,0,Not Graduate,No,10620,3721,62.0,480.0,1.0,Urban
LP0000417,Male,No,1,Not Graduate,No,8387,1469,68.0,360.0,1.0,Rural
LP0000418,Male,No,2,Graduate,No,13173,6436,503.0,360.0,1.0,Rural
LP0000419,Male,No,2,Graduate,No,11727,9565,99.0,360.0,1.0,Semiurban
LP0000420,Male,Yes,2,Graduate,No,6956,322,266.0,360.0,1.0,Urban
LP0000421,Male,Yes,3+,Not Graduate,No,20613,3251,397.0,360.0,1.0,Rural
LP0000422,Male,No,0,Graduate,No,8398,9634,515.0,360.0,1.0,Rural
LP0000423,Male,Yes,0,Graduate,No,16193,4463,181.0,240.0,1.0,Urban
LP0000424,Male,Yes,1,Graduate,No,19581,9917,262.0,360.0,1.0,Urban
LP0000425,Female,No,2,Graduate,No,10569,8945,107.0,360.0,1.0,Semiurban
LP0000426,Female,Yes,1,Graduate,Yes,23425,8732,278.0,240.0,1.0,Urban
LP0000427,Male,Yes,3+,Graduate,No,20199,6429,392.0,360.0,1.0,Urban
LP0000428,Female,Yes,2,Graduate,No,12687,5781,291.0,360.0,0.0,Semiurban
LP0000429,Male,Yes,2,Graduate,No,22896,4404,458.0,360.0,1.0,Semiurban
LP0000430,Female,Yes,0,Graduate,nan,18998,2837,66.0,360.0,1.0,Rural
LP0000431,Male,No,0,Graduate,No,19203,7099,542.0,360.0,0.0,Rural
LP0000432,Male,Yes,2,Graduate,No,12702,4912,283.0,240.0,1.0,Urban
LP0000433,Male,Yes,0,Graduate,nan,1856,7088,523.0,360.0,0.0,Rural
LP0000434,Male,No,0,Graduate,No,8665,8582,327.0,360.0,1.0,Urban
LP0000435,Female,Yes,3+,Graduate,Yes,15689,2093,524.0,360.0,1.0,Semiurban
LP0000436,Male,Yes,3+,Graduate,No,11032,6154,235.0,180.0,0.0,Urban
LP0000437,Male,Yes,0,Graduate,Yes,20783,2063,456.0,360.0,0.0,Urban
LP0000438,Male,No,2,Graduate,No,2519,7349,508.0,360.0,1.0,Semiurban
LP0000439,Male,Yes,0,Not Graduate,nan,7945,9912,257.0,360.0,0.0,Rural
LP0000440,Male,Yes,0,Graduate,nan,14371,8739,71.0,180.0,1.0,Semiurban
LP0000441,Male,Yes,1,Graduate,No,16454,1074,249.0,360.0,1.0,Urban
LP0000442,Male,Yes,2,Graduate,No,10679,4245,71.0,360.0,,Urban
LP0000443,Female,Yes,0,Not Graduate,No,2573,1511,281.0,480.0,1.0,Urban
LP0000444,nan,No,0,Not Graduate,No,10052,9474,463.0,360.0,1.0,Semiurban
LP0000445,Male,Yes,0,Graduate,No,14301,7458,415.0,360.0,,Rural
LP0000446,Male,No,nan,Graduate,No,4507,624,367.0,360.0,1.0,Urban
LP0000447,Male,Yes,1,Graduate,No,21457,5925,83.0,360.0,1.0,Urban
LP0000448,Male,Yes,0,Graduate,No,21441,7529,316.0,360.0,0.0,Semiurban
LP0000449,Male,Yes,0,Not Graduate,Yes,18753,6568,234.0,360.0,1.0,Semiurban
LP0000450,nan,No,1,Graduate,No,7781,6437,453.0,360.0,1.0,Semiurban
LP0000451,Male,No,1,Graduate,No,18760,3799,84.0,360.0,0.0,Urban
LP0000452,Female,No,2,Not Graduate,No,21648,8353,148.0,360.0,1.0,Urban
LP0000453,Female,No,0,Graduate,No,3319,522,134.0,360.0,1.0,Semiurban
LP0000454,Female,No,nan,Graduate,No,12123,9422,258.0,360.0,1.0,Urban
LP0000455,Female,Yes,0,Graduate,No,1501,3052,315.0,360.0,1.0,Urban
LP0000456,Male,Yes,0,Graduate,Yes,6415,7700,474.0,360.0,1.0,Urban
LP0000457,Male,Yes,0,Graduate,No,20073,9627,443.0,360.0,1.0,Urban
LP0000458,Male,Yes,0,Graduate,No,7671,7786,87.0,360.0,0.0,Rural
LP0000459,Male,Yes,3+,Graduate,No,3804,3173,99.0,360.0,1.0,Urban
LP0000460,Male,Yes,2,Graduate,No,4502,3068,535.0,360.0,0.0,Urban
LP0000461,Male,Yes,1,Graduate,No,4557,545,490.0,360.0,1.0,Semiurban
LP0000462,Male,Yes,0,Graduate,No,9427,7232,418.0,360.0,1.0,Rural
LP0000463,nan,Yes,0,Graduate,Yes,22976,4063,109.0,360.0,1.0,Semiurban
LP0000464,Female,Yes,0,Not Graduate,No,21040,7939,263.0,360.0,0.0,Urban
LP0000465,Male,No,2,Not Graduate,No,21198,6504,237.0,360.0,0.0,Rural
LP0000466,Male,Yes,2,Graduate,No,23209,2794,261.0,360.0,1.0,Semiurban
LP0000467,Male,Yes,0,Graduate,No,13702,9527,265.0,360.0,1.0,Rural
LP0000468,Male,No,0,Graduate,No,6380,7237,408.0,360.0,1.0,Semiurban
LP0000469,Female,Yes,0,Graduate,nan,14225,9225,221.0,360.0,1.0,Urban
LP0000470,Male,Yes,3+,Not Graduate,No,2794,4311,543.0,,1.0,Semiurban
LP0000471,Male,Yes,1,Not Graduate,No,18362,7931,70.0,360.0,0.0,Semiurban
LP0000472,Female,Yes,0,Not Graduate,No,6796,8073,308.0,360.0,0.0,Semiurban
LP0000473,Female,Yes,0,Not Graduate,No,14207,9035,311.0,240.0,1.0,Rural
LP0000474,Male,Yes,0,Graduate,No,6377,7776,434.0,360.0,1.0,Rural
LP0000475,Male,Yes,0,Graduate,No,21695,1432,167.0,360.0,,Semiurban
LP0000476,Male,No,2,Not Graduate,No,22454,7369,510.0,360.0,0.0,Urban
LP0000477,Male,Yes,3+,Not Graduate,No,4958,1240,72.0,360.0,1.0,Urban
LP0000478,Male,Yes,0,Not Graduate,No,10559,1823,327.0,180.0,1.0,Urban
LP0000479,Male,Yes,0,Graduate,Yes,4961,6199,409.0,360.0,1.0,Urban
LP0000480,Male,Yes,1,Graduate,No,2905,3225,66.0,360.0,0.0,Semiurban
LP0000481,Male,No,2,Graduate,No,11190,3528,90.0,360.0,1.0,Urban
LP0000482,Male,Yes,0,Graduate,No,7153,8090,500.0,360.0,1.0,Rural
LP0000483,Male,No,3+,Graduate,No,18417,7880,170.0,360.0,1.0,Rural
LP0000484,Male,Yes,2,Not Graduate,No,22715,9707,213.0,360.0,1.0,Rural
LP0000485,Male,No,0,Not Graduate,nan,22326,9226,367.0,360.0,1.0,Urban
LP0000486,Female,Yes,1,Not Graduate,Yes,4802,9829,449.0,360.0,,Semiurban
LP0000487,Male,Yes,2,Graduate,No,21287,6842,263.0,360.0,0.0,Urban
LP0000488,Female,No,1,Graduate,No,14496,4509,83.0,360.0,1.0,Semiurban
LP0000489,Male,No,0,Graduate,Yes,13132,5642,132.0,360.0,1.0,Urban
LP0000490,Male,Yes,0,Graduate,No,6617,2448,208.0,240.0,1.0,Rural
LP0000491,Male,No,0,Graduate,No,15588,2826,414.0,360.0,1.0,Urban
LP0000492,Male,Yes,2,Not Graduate,No,13302,4664,319.0,360.0,1.0,Semiurban
LP0000493,Male,Yes,0,Graduate,No,16037,981,460.0,360.0,1.0,Rural
LP0000494,Male,Yes,1,Graduate,No,21392,2097,105.0,360.0,1.0,Semiurban
LP0000495,Male,No,2,Graduate,No,9567,8185,512.0,360.0,1.0,Rural
LP0000496,Male,No,0,Not Graduate,No,13126,2632,305.0,360.0,1.0,Rural
LP0000497,Male,Yes,2,Not Graduate,No,8151,2896,437.0,360.0,0.0,Semiurban
LP0000498,Male,Yes,0,Not Graduate,No,16324,3124,455.0,360.0,1.0,Rural
LP0000499,Male,Yes,0,Graduate,No,22279,4696,55.0,360.0,0.0,Semiurban
LP0000500,Male,Yes,0,Graduate,No,21669,9979,365.0,180.0,0.0,Urban
LP0000501,Male,Yes,3+,Not Graduate,No,13600,8399,538.0,360.0,1.0,Urban
LP0000502,Male,Yes,2,Graduate,nan,13975,2784,322.0,360.0,0.0,Semiurban
LP0000503,Male,Yes,0,Graduate,No,10454,5569,390.0,360.0,1.0,Semiurban
LP0000504,Male,Yes,3+,Graduate,No,18783,4266,365.0,360.0,,Urban
LP0000505,Female,Yes,2,Not Graduate,No,4190,5161,294.0,360.0,1.0,Semiurban
LP0000506,Male,No,0,Not Graduate,nan,20409,8907,337.0,120.0,1.0,Rural
LP0000507,Male,Yes,0,Graduate,No,16882,3050,241.0,360.0,1.0,Urban
LP0000508,Male,Yes,0,Graduate,No,6656,3736,365.0,240.0,1.0,Rural
LP0000509,Male,Yes,1,Not Graduate,No,17901,589,67.0,360.0,1.0,Rural
LP0000510,Male,Yes,1,Graduate,No,21728,2952,232.0,360.0,0.0,Urban
LP0000511,Male,Yes,0,Not Graduate,No,23556,9594,116.0,360.0,1.0,Semiurban
LP0000512,Male,No,0,Graduate,No,4407,9949,295.0,180.0,1.0,Semiurban
LP0000513,Male,nan,0,Graduate,No,14721,7676,170.0,360.0,1.0,Rural
LP0000514,Male,No,0,Graduate,No,17750,8075,332.0,360.0,,Rural
LP0000515,Male,Yes,0,Graduate,Yes,15149,2825,253.0,360.0,1.0,Semiurban
LP0000516,Male,Yes,0,Graduate,No,15907,215,544.0,360.0,1.0,Urban
LP0000517,Male,Yes,1,Not Graduate,No,7271,587,259.0,180.0,1.0,Rural
LP0000518,Male,No,3+,Graduate,No,11641,2585,514.0,,,Urban
LP0000519,Male,No,0,Not Graduate,No,3249,2015,486.0,360.0,,Urban
LP0000520,Male,Yes,0,Graduate,No,3041,2124,188.0,360.0,0.0,Urban
LP0000521,Male,Yes,0,Graduate,No,19352,4044,384.0,360.0,1.0,Urban
LP0000522,Male,No,0,Graduate,No,15289,7991,115.0,120.0,1.0,Rural
LP0000523,Female,Yes,2,Graduate,No,6618,3029,123.0,480.0,1.0,Urban
LP0000524,Male,No,1,Graduate,No,13906,5167,,360.0,1.0,Urban
LP0000525,Male,No,0,Graduate,No,17226,3094,376.0,360.0,1.0,Urban
LP0000526,Male,Yes,0,Not Graduate,No,9035,2112,205.0,360.0,,Urban
LP0000527,Male,No,0,Graduate,No,6072,7540,367.0,360.0,1.0,Semiurban
LP0000528,Male,No,0,Graduate,No,5562,3809,390.0,360.0,1.0,Semiurban
LP0000529,Female,No,1,Graduate,No,10272,6284,444.0,180.0,1.0,Semiurban
LP0000530,Male,Yes,0,Graduate,No,22886,3819,399.0,360.0,1.0,Urban
LP0000531,Male,Yes,2,Graduate,No,8601,7344,515.0,360.0,0.0,Rural
LP0000532,Male,Yes,1,Graduate,No,20844,7934,290.0,360.0,1.0,Urban
LP0000533,Female,Yes,0,Graduate,No,16936,5224,540.0,360.0,1.0,Semiurban
LP0000534,Male,Yes,0,Graduate,No,12015,9865,96.0,360.0,1.0,Rural
LP0000535,Male,Yes,3+,Graduate,Yes,21910,3202,472.0,360.0,1.0,Urban
LP0000536,Male,No,0,Graduate,No,19572,8731,323.0,360.0,,Rural
LP0000537,Male,Yes,0,Graduate,No,3915,1364,288.0,360.0,0.0,Urban
LP0000538,Male,Yes,0,Graduate,No,12269,5642,42.0,360.0,1.0,Urban
LP0000539,Male,Yes,1,Graduate,No,12232,9227,378.0,360.0,1.0,Rural
LP0000540,Male,No,0,Graduate,No,21435,5801,86.0,360.0,1.0,Semiurban
LP0000541,Male,Yes,3+,Graduate,No,11262,2911,112.0,360.0,1.0,Urban
LP0000542,Male,Yes,1,Graduate,No,5697,8073,100.0,360.0,1.0,Semiurban
LP0000543,Male,No,3+,Graduate,nan,5866,828,107.0,360.0,1.0,Rural
LP0000544,Male,Yes,0,Not Graduate,nan,3854,2457,282.0,360.0,1.0,Rural
LP0000545,Female,Yes,2,Graduate,No,24414,9050,70.0,360.0,1.0,Rural
LP0000546,Male,No,0,Graduate,nan,2456,2739,379.0,360.0,1.0,Rural
LP0000547,Female,No,0,Graduate,No,9950,899,541.0,360.0,1.0,Urban
LP0000548,Female,Yes,3+,Not Graduate,No,21904,5269,49.0,480.0,1.0,Rural
LP0000549,Male,No,0,Not Graduate,No,5118,7043,343.0,360.0,1.0,Urban
LP0000550,Male,No,3+,Graduate,No,14733,8838,472.0,360.0,1.0,Rural
LP0000551,Male,Yes,0,Graduate,No,22499,6334,201.0,360.0,1.0,Urban
LP0000552,Male,Yes,nan,Graduate,No,19339,5361,184.0,360.0,1.0,Semiurban
LP0000553,Male,Yes,0,Graduate,No,22438,3670,526.0,360.0,0.0,Urban
LP0000554,Male,Yes,2,Graduate,No,10571,1218,262.0,360.0,1.0,Rural
LP0000555,Male,Yes,0,Graduate,Yes,12963,8279,49.0,360.0,1.0,Semiurban
LP0000556,Male,No,0,Graduate,No,15463,3438,382.0,360.0,1.0,Semiurban
LP0000557,Male,Yes,2,Graduate,No,4973,360,410.0,360.0,1.0,Semiurban
LP0000558,Female,No,2,Graduate,No,4493,115,149.0,240.0,1.0,Rural
LP0000559,Male,Yes,0,Not Graduate,No,20977,6932,441.0,360.0,1.0,Rural
LP0000560,nan,Yes,0,Graduate,No,9926,3503,389.0,360.0,1.0,Rural
LP0000561,Male,Yes,0,Graduate,nan,19705,479,234.0,360.0,1.0,Urban
LP0000562,Female,Yes,0,Graduate,No,22369,3495,527.0,480.0,1.0,Semiurban
LP0000563,Male,Yes,0,Graduate,Yes,14940,5333,528.0,360.0,0.0,Semiurban
LP0000564,Male,No,2,Not Graduate,No,23396,9187,455.0,360.0,1.0,Urban
LP0000565,Male,Yes,0,Graduate,No,4011,3807,107.0,360.0,1.0,Semiurban
LP0000566,Male,Yes,0,Graduate,No,20472,3770,191.0,360.0,1.0,Rural
LP0000567,Female,No,3+,Graduate,No,7449,9337,415.0,360.0,0.0,Rural
LP0000568,Male,Yes,0,Graduate,No,19960,4803,428.0,360.0,1.0,Rural
LP0000569,Female,Yes,1,Graduate,No,11438,5039,415.0,360.0,1.0,Urban
LP0000570,Male,Yes,2,Graduate,No,2033,2748,385.0,360.0,1.0,Rural
LP0000571,Male,No,2,Graduate,Yes,5260,6,468.0,180.0,0.0,Urban
LP0000572,Female,Yes,2,Graduate,No,17490,1925,397.0,240.0,1.0,Semiurban
LP0000573,Male,Yes,2,Graduate,No,4195,6812,112.0,360.0,1.0,Semiurban
LP0000574,Male,Yes,0,Graduate,No,24109,2075,225.0,180.0,1.0,Urban
LP0000575,Female,No,0,Not Graduate,No,12615,4920,412.0,,1.0,Urban
LP0000576,Female,Yes,2,Graduate,No,8651,1854,191.0,360.0,0.0,Urban
LP0000577,nan,No,0,Graduate,No,10806,722,472.0,360.0,0.0,Rural
LP0000578,Female,No,0,Not Graduate,No,23079,1803,136.0,360.0,1.0,Semiurban
LP0000579,Male,Yes,2,Graduate,No,19560,3429,292.0,360.0,0.0,Semiurban
LP0000580,Female,No,2,Graduate,Yes,4035,3552,162.0,360.0,1.0,Urban
LP0000581,Male,No,0,Graduate,No,24456,3460,539.0,360.0,,Rural
LP0000582,nan,Yes,3+,Graduate,No,11615,7074,244.0,360.0,1.0,Rural
LP0000583,Male,Yes,2,Graduate,No,16949,4258,473.0,,1.0,Semiurban
LP0000584,Male,Yes,3+,Graduate,No,19354,5230,437.0,360.0,1.0,Rural
LP0000585,Male,Yes,3+,Graduate,No,22556,2718,61.0,180.0,0.0,Rural
LP0000586,Male,No,0,Graduate,No,14966,1269,313.0,120.0,0.0,Rural
LP0000587,Male,Yes,2,Graduate,No,5298,5923,187.0,360.0,1.0,Urban
LP0000588,Female,Yes,1,Graduate,No,3397,8615,512.0,240.0,0.0,Semiurban
LP0000589,Female,No,2,Not Graduate,No,13926,2658,191.0,360.0,1.0,Urban
LP0000590,Male,Yes,2,Graduate,No,23234,6567,250.0,360.0,1.0,Rural
LP0000591,Male,Yes,0,Graduate,No,11781,2748,426.0,360.0,0.0,Rural
LP0000592,Male,No,0,Graduate,No,2992,7414,146.0,360.0,1.0,Urban
LP0000593,Male,Yes,0,Graduate,No,24375,4817,39.0,360.0,1.0,Urban
LP0000594,Male,No,2,Graduate,No,11937,2779,89.0,240.0,1.0,Rural
LP0000595,Female,Yes,2,Not Graduate,No,20989,551,164.0,120.0,1.0,Urban
LP0000596,Male,Yes,0,Graduate,No,17090,912,341.0,360.0,0.0,Urban
LP0000597,Male,Yes,1,Graduate,No,5968,1382,41.0,360.0,1.0,Semiurban
LP0000598,Male,Yes,2,Graduate,No,8054,8597,448.0,360.0,,Rural
LP0000599,Male,No,0,Graduate,No,2736,7735,34.0,360.0,0.0,Urban
LP0000600,Male,No,0,Graduate,No,4848,6973,365.0,360.0,1.0,Urban
LP0000601,Male,No,0,Graduate,nan,9233,568,140.0,360.0,1.0,Semiurban
LP0000602,Male,Yes,3+,Graduate,No,13459,654,85.0,360.0,1.0,Urban
LP0000603,Male,No,2,Graduate,No,5816,1372,420.0,360.0,1.0,Urban
LP0000604,Female,No,0,Graduate,Yes,12314,9591,78.0,360.0,0.0,Urban
LP0000605,Male,Yes,0,Graduate,No,6149,1589,103.0,360.0,1.0,Rural
LP0000606,Male,No,1,Graduate,Yes,20692,9939,224.0,480.0,0.0,Semiurban
LP0000607,Male,Yes,2,Graduate,No,17993,4056,488.0,360.0,1.0,Semiurban
LP0000608,Female,Yes,1,Graduate,No,17525,9959,530.0,360.0,0.0,Urban
LP0000609,Male,No,0,Graduate,No,9635,5528,514.0,360.0,1.0,Semiurban
LP0000610,Female,Yes,0,Graduate,No,7341,9133,496.0,,1.0,Rural
LP0000611,Male,Yes,3+,Graduate,No,18832,3249,342.0,360.0,1.0,Rural
LP0000612,Male,Yes,0,Graduate,No,1952,8096,88.0,360.0,1.0,Semiurban
LP0000613,Male,No,0,Graduate,No,1504,3824,340.0,360.0,0.0,Semiurban
LP0000614,Male,Yes,2,Graduate,No,23147,1139,236.0,360.0,1.0,Urban
LP0000615,Male,Yes,nan,Graduate,No,1636,2886,494.0,180.0,1.0,Rural
LP0000616,Male,Yes,1,Graduate,No,10484,1765,353.0,360.0,,Semiurban
LP0000617,Female,Yes,1,Graduate,No,21396,4955,321.0,180.0,,Urban
LP0000618,Female,No,0,Graduate,No,16001,2022,335.0,360.0,0.0,Urban
LP0000619,Male,Yes,0,Graduate,Yes,15459,7835,,360.0,1.0,Rural
LP0000620,Male,Yes,0,Graduate,No,11355,9375,211.0,360.0,1.0,Rural
LP0000621,Male,Yes,1,Graduate,nan,8732,3591,459.0,,1.0,Urban
LP0000622,Male,No,0,Graduate,No,13202,4191,311.0,360.0,1.0,Rural
LP0000623,Male,Yes,3+,Graduate,No,24407,5243,387.0,360.0,1.0,Semiurban
